id,source,target,satz.source,satz.target,device
89,Nockenwelle,Kolben,5,5,lexical overlap
89,Nockenwelle,Einlassventil,5,5,lexical overlap
89,Nockenwelle,Auslassventil,5,5,lexical overlap
89,Kurbel,Kolben,5,5,lexical overlap
89,Kurbel,Einlassventil,5,5,lexical overlap
89,Kurbel,Auslassventil,5,5,lexical overlap
89,Arbeitsschritt,Motor,6,6,lexical overlap
89,Arbeitsschritt,Takt,6,6,lexical overlap
89,Kolben,Arbeitsschritt,8,8,lexical overlap
89,Kolben,Ansaugen,8,8,lexical overlap
89,Kolben,Zylinder,8,8,lexical overlap
89,Kolben,Ende,8,8,lexical overlap
89,Raum,Zylinder,9,9,lexical overlap
89,Unterdruck,Zylinder,9,9,lexical overlap
89,Raum,Einlassventil,9,10,connective
89,Einlassventil,Nockenwelle,10,10,lexical overlap
89,Einlassventil,Brennraum,10,10,lexical overlap
89,Kraftstoff Luft Gemisch,Brennraum,10,10,lexical overlap
89,Kraftstoff Luft Gemisch,Nockenwelle,10,10,lexical overlap
89,Kolben,Takt,11,11,lexical overlap
89,Kolben,Verdichten,11,11,lexical overlap
89,Kolben,Totpunkt,11,11,lexical overlap
89,Brennraum,Takt,11,11,lexical overlap
89,Brennraum,Verdichten,11,11,lexical overlap
89,Brennraum,Totpunkt,11,11,lexical overlap
89,Kraftstoff Luft Gemisch,Takt,11,11,lexical overlap
89,Kraftstoff Luft Gemisch,Verdichten,11,11,lexical overlap
89,Kraftstoff Luft Gemisch,Totpunkt,11,11,lexical overlap
89,Druckerhöhung,Temperaturerhöhung,12,12,lexical overlap
89,Kraftstoff Luft Gemisch,Arbeitsschritt,13,13,lexical overlap
89,Kraftstoff Luft Gemisch,Arbeiten,13,13,lexical overlap
89,Kraftstoff Luft Gemisch,Hilfe,13,13,lexical overlap
89,Kraftstoff Luft Gemisch,Zündkerze,13,13,lexical overlap
89,Flamme,Takt,15,15,lexical overlap
89,Flamme,Gemisch,15,15,lexical overlap
89,Kolben,Takt,16,16,lexical overlap
89,Kolben,Ausstoßen,16,16,lexical overlap
89,Kolben,Totpunkt,16,16,lexical overlap
89,Kolben,Gasausbreitung,16,16,lexical overlap
89,Kolben,Kolben,16,16,lexical overlap
89,Verbrennung,Takt,16,16,lexical overlap
89,Verbrennung,Ausstoßen,16,16,lexical overlap
89,Verbrennung,Totpunkt,16,16,lexical overlap
89,Verbrennung,Gasausbreitung,16,16,lexical overlap
89,Verbrennung,Kolben,16,16,lexical overlap
89,Druck,Takt,16,16,lexical overlap
89,Druck,Ausstoßen,16,16,lexical overlap
89,Druck,Totpunkt,16,16,lexical overlap
89,Druck,Gasausbreitung,16,16,lexical overlap
89,Druck,Kolben,16,16,lexical overlap
89,Auslassventil,Auslassnockwelle,17,17,lexical overlap
89,Auslassventil,Zylinder,17,17,lexical overlap
89,Auslassventil,Totpunkt,17,17,lexical overlap
89,Kolben,Auslassnockwelle,17,17,lexical overlap
89,Kolben,Zylinder,17,17,lexical overlap
89,Kolben,Totpunkt,17,17,lexical overlap
89,Ausgangsposition,Prozess,18,18,lexical overlap
89,Verbrennungsprozess,Dieselmotor,19,19,lexical overlap
89,Verbrennungsprozess,Takt,19,19,lexical overlap
89,Unterschied,Ablauf,20,20,lexical overlap
89,Unterschied,Ottomotor,20,20,lexical overlap
89,Unterschied,Takt,20,20,lexical overlap
89,Luft,Gegensatz,21,21,lexical overlap
89,Luft,Ottomotor,21,21,lexical overlap
89,Luft,Dieselmotor,21,21,lexical overlap
89,Kraftstoff Luft Gemisch,Gegensatz,21,21,lexical overlap
89,Kraftstoff Luft Gemisch,Ottomotor,21,21,lexical overlap
89,Kraftstoff Luft Gemisch,Dieselmotor,21,21,lexical overlap
89,Luftzufuhr,Luftzufuhr,22,22,lexical overlap
89,Kraftstoff,Arbeitsschritt,23,23,lexical overlap
89,Kraftstoff,Einspritzdrüse,23,23,lexical overlap
89,Kraftstoff,Brennraum,23,23,lexical overlap
89,Luft,Brennraum,24,24,lexical overlap
89,Luft,Diesel,24,24,lexical overlap
89,Temperatur,Brennraum,24,24,lexical overlap
89,Temperatur,Diesel,24,24,lexical overlap
91,Leseverständnis,Schüler,1,1,lexical overlap
91,Leseverständnis,Bundesvergleich,1,1,lexical overlap
91,Frage,Frage,2,2,lexical overlap
91,Leseverständnis,Frage,1,2,connective
91,Lernen,Analyse,3,3,lexical overlap
91,Lernen,Untersuchung,3,3,lexical overlap
91,Lernen,Gebiet,3,3,lexical overlap
91,Lernen,Frage,3,3,lexical overlap
91,Lernen,Leseverständnis,3,3,lexical overlap
91,Lernen,Schüler,3,3,lexical overlap
91,Förderung,Studie,4,4,lexical overlap
91,Förderung,Leseverständnis,4,4,lexical overlap
91,Förderung,Schüler,4,4,lexical overlap
91,Förderung,Lernen,4,4,lexical overlap
91,Schüler,Klasse,5,5,lexical overlap
91,Schüler,Gymnasium,5,5,lexical overlap
91,Studie,Gruppe,6,6,lexical overlap
91,Studie,Training,6,6,lexical overlap
91,Studie,Lesestrategie,6,6,lexical overlap
91,Studie,Strategie,6,6,lexical overlap
91,Studie,Kontrollgruppe,6,7,connective
91,Leistung,Lernerfolg,8,8,lexical overlap
91,Leistung,Schüler,8,8,lexical overlap
91,Leistung,Training,8,8,lexical overlap
91,Leistung,Woche,8,8,lexical overlap
91,Leistung,Test,8,8,lexical overlap
91,Leistung,Leseverständnis,8,8,lexical overlap
91,Leistung,Leseflüssigkeit,8,8,lexical overlap
91,Leistung,Anwendung,8,8,lexical overlap
91,Leistung,Strategie,8,8,lexical overlap
91,Ergebnis,Bestätigung,9,9,lexical overlap
91,Ergebnis,Hypothese,9,9,lexical overlap
91,Ergebnis,Leseverständnis,9,9,lexical overlap
91,Ergebnis,Schüler,9,9,lexical overlap
91,Lernen,Bestätigung,9,9,lexical overlap
91,Lernen,Hypothese,9,9,lexical overlap
91,Lernen,Leseverständnis,9,9,lexical overlap
91,Lernen,Schüler,9,9,lexical overlap
92,Frage,Forschungsartikel,1,1,lexical overlap
92,Frage,Schüler,1,1,lexical overlap
92,Frage,Lehren,1,1,lexical overlap
92,Frage,Leseverständnis,1,1,lexical overlap
92,Frage,Lernstrategie,1,1,lexical overlap
92,Vermitteln,Forschungsartikel,1,1,lexical overlap
92,Vermitteln,Schüler,1,1,lexical overlap
92,Vermitteln,Lehren,1,1,lexical overlap
92,Vermitteln,Leseverständnis,1,1,lexical overlap
92,Vermitteln,Lernstrategie,1,1,lexical overlap
92,Relevanz,Forschungsartikel,1,1,lexical overlap
92,Relevanz,Schüler,1,1,lexical overlap
92,Relevanz,Lehren,1,1,lexical overlap
92,Relevanz,Leseverständnis,1,1,lexical overlap
92,Relevanz,Lernstrategie,1,1,lexical overlap
92,Experiment,Fünftklässler,2,2,lexical overlap
92,Experiment,Klasse,2,2,lexical overlap
92,Experiment,Gymnasium,2,2,lexical overlap
92,Training,Gruppe,4,4,lexical overlap
92,Training,Lesestrategie,4,4,lexical overlap
92,Training,Training,4,4,lexical overlap
92,Training,Leseflüssigkeit,4,4,lexical overlap
92,Test,Leseverständnis,5,5,lexical overlap
92,Test,Leseflüssigkeit,5,5,lexical overlap
92,Test,Strategieanwendung,5,5,lexical overlap
92,Test,Aspekt,6,6,lexical overlap
92,Schüler,Bedingung,7,7,lexical overlap
92,Schüler,Lesestrategie,7,7,lexical overlap
92,Schüler,Schreiben,7,7,lexical overlap
92,Schüler,Zusammenfassung,7,7,lexical overlap
92,Kontrollgruppe,Bedingung,7,7,lexical overlap
92,Kontrollgruppe,Lesestrategie,7,7,lexical overlap
92,Kontrollgruppe,Schreiben,7,7,lexical overlap
92,Kontrollgruppe,Zusammenfassung,7,7,lexical overlap
92,Meinung,Lernstrategie,8,8,lexical overlap
92,Meinung,Schüler,8,8,lexical overlap
92,Meinung,Regelschulunterricht,8,8,lexical overlap
92,Training,Lernstrategie,8,8,lexical overlap
92,Training,Schüler,8,8,lexical overlap
92,Training,Regelschulunterricht,8,8,lexical overlap
92,Leseverständnis,Lernstrategie,8,8,lexical overlap
92,Leseverständnis,Schüler,8,8,lexical overlap
92,Leseverständnis,Regelschulunterricht,8,8,lexical overlap
92,Strategie,Lernstrategie,8,8,lexical overlap
92,Strategie,Schüler,8,8,lexical overlap
92,Strategie,Regelschulunterricht,8,8,lexical overlap
93,Relevanz,Experiment,1,1,lexical overlap
93,Relevanz,Schüler,1,1,lexical overlap
93,Relevanz,Lehren,1,1,lexical overlap
93,Relevanz,Vermitteln,1,1,lexical overlap
93,Relevanz,Lesestrategie,1,1,lexical overlap
93,Schüler,Jahrgangsstufe,2,2,lexical overlap
93,Schüler,Gymnasium,2,2,lexical overlap
93,Schüler,Versuchsgruppe,2,2,lexical overlap
93,Gruppe,Training,3,3,lexical overlap
93,Gruppe,Lesestrategie,3,3,lexical overlap
93,Gruppe,Leseflüssigkeit,3,3,lexical overlap
93,Lernerfolg,Test,4,4,lexical overlap
93,Lernerfolg,Leseverständnis,4,4,lexical overlap
93,Lernerfolg,Leseflüssigkeit,4,4,lexical overlap
93,Lernerfolg,Strategieanwendung,4,4,lexical overlap
93,Lernerfolg,Training,4,4,lexical overlap
93,Lernerfolg,Woche,4,4,lexical overlap
93,Schüler,Ergebnis,5,5,lexical overlap
93,Schüler,Schreiben,5,5,lexical overlap
93,Schüler,Zusammenfassung,5,5,lexical overlap
93,Schüler,Lesestrategie,5,5,lexical overlap
93,Schüler,Leseverständnis,5,6,connective
95,Lehre,Einfluss,1,1,lexical overlap
95,Lehre,Leseverständnis,1,1,lexical overlap
95,Lehre,Schüler,1,1,lexical overlap
95,Lehre,Gymnasium,1,1,lexical overlap
95,Lehre,Testgruppe,1,1,lexical overlap
95,Fünftklässler,Einfluss,1,1,lexical overlap
95,Fünftklässler,Leseverständnis,1,1,lexical overlap
95,Fünftklässler,Schüler,1,1,lexical overlap
95,Fünftklässler,Gymnasium,1,1,lexical overlap
95,Fünftklässler,Testgruppe,1,1,lexical overlap
95,Gruppe,Training,2,2,lexical overlap
95,Gruppe,Lesestrategie,2,2,lexical overlap
95,Lernerfolg,Training,3,3,lexical overlap
95,Lernerfolg,Wochen,3,3,lexical overlap
95,Resultat,Kenntnis,4,4,lexical overlap
95,Resultat,Lesestrategie,4,4,lexical overlap
95,Schüler,Kenntnis,4,4,lexical overlap
95,Schüler,Lesestrategie,4,4,lexical overlap
95,Training,Effekt,5,5,lexical overlap
95,Training,Ergebnis,5,5,lexical overlap
95,Training,Entwicklung,5,5,lexical overlap
95,Training,Erweiterung,5,5,lexical overlap
95,Training,Lehrstrategie,5,5,lexical overlap
95,Training,Leseverständnis,5,5,lexical overlap
99,Leseverständnis,Studie,1,1,lexical overlap
99,Leseverständnis,Schüler,1,1,lexical overlap
99,Fünftklässler,Studie,2,2,lexical overlap
99,Fünftklässler,Klasse,2,2,lexical overlap
99,Fünftklässler,Gymnasium,2,2,lexical overlap
99,Gruppe,Training,4,4,lexical overlap
99,Gruppe,Lesestrategie,4,4,lexical overlap
99,Gruppe,Kontrollgruppe,4,4,lexical overlap
99,Gruppe,Leseflüssigkeit,4,4,lexical overlap
99,Lernerfolg,Trainingseinheit,5,5,lexical overlap
99,Lernerfolg,Test,5,5,lexical overlap
99,Lernerfolg,Leseverständnis,5,5,lexical overlap
99,Lernerfolg,Leseflüssigkeit,5,5,lexical overlap
99,Lernerfolg,Strategieanwendung,5,5,lexical overlap
99,Test,Woche,6,6,lexical overlap
99,Test,Training,7,7,lexical overlap
99,Test,Zusammenfassung,7,7,lexical overlap
99,Schüler,Training,7,7,lexical overlap
99,Schüler,Zusammenfassung,7,7,lexical overlap
99,Training,Leseverständnis,8,8,lexical overlap
99,Test,Training,7,8,connective
1,Wissen,Gedächtnis,1,1,lexical overlap
1,Wissen,Weise,1,1,lexical overlap
1,Schema,Wissensrepräsentation,2,2,lexical overlap
1,Skript,Wissensrepräsentation,2,2,lexical overlap
1,Proposition,Wissensrepräsentation,2,2,lexical overlap
1,Modell,Wissensrepräsentation,2,2,lexical overlap
1,Art,Wissensrepräsentation,2,2,lexical overlap
1,Information,Einheit,5,5,lexical overlap
1,Information,Schema,5,5,lexical overlap
1,Skript,Art,6,6,lexical overlap
1,Skript,Wissensrepräsentation,6,6,lexical overlap
1,Skript,Handlungsablauf,7,7,lexical overlap
1,Speisekarte,Getränk,10,10,lexical overlap
1,Speisekarte,Essen,10,10,lexical overlap
1,Präposition,Art,12,12,lexical overlap
1,Präposition,Wissensrepräsentation,12,12,lexical overlap
1,Modell,Wissensrepräsentation,13,13,lexical overlap
1,Handlungsablauf,Ablauf,7,8,compound
1,Handlungsablauf,Essen,7,8,bridging information
2,Gelerntes,Langzeitgedächtnis,1,1,lexical overlap
2,Wissen,Langzeitgedächtnis,1,1,lexical overlap
2,Gelerntes,Langzeitgedächtnis,2,2,lexical overlap
2,Gelerntes,Wissen,2,2,lexical overlap
2,Gelerntes,Vorwissen,2,2,lexical overlap
2,Gelerntes,Zusammenhang,2,2,lexical overlap
2,Zusammenhang,Schema,3,3,lexical overlap
2,Information,Schema,3,3,lexical overlap
2,Schema,Ansammlung,4,4,lexical overlap
2,Schema,Begriff,4,4,lexical overlap
2,Schema,Information,4,4,lexical overlap
2,Schema,Überbegriff,4,4,lexical overlap
2,Schema,Zusammenhang,4,4,lexical overlap
2,Schema,Langzeitgedächtnis,5,5,lexical overlap
2,Teil,Langzeitgedächtnis,5,5,lexical overlap
2,Schema,Skript,6,6,lexical overlap
2,Schema,Abfolge,6,6,lexical overlap
2,Schema,Ereignis,6,6,lexical overlap
2,Beispiel,Skript,7,7,lexical overlap
2,Beispiel,Reihenfolge,7,7,lexical overlap
2,Beispiel,Ereignis,7,7,lexical overlap
2,Kinobesuch,Skript,7,7,lexical overlap
2,Kinobesuch,Reihenfolge,7,7,lexical overlap
2,Kinobesuch,Ereignis,7,7,lexical overlap
2,Information,Schema,10,10,lexical overlap
2,Information,Skript,10,10,lexical overlap
2,Information,Vorwissen,10,10,lexical overlap
2,Information,Langzeitgedächtnis,10,10,lexical overlap
3,Information,Wissensrepräsentation,1,1,lexical overlap
3,Information,Langzeitgedächtnis,1,1,lexical overlap
3,Wissensrepräsentation,Konzept,2,2,lexical overlap
3,Schema,Information,4,4,lexical overlap
3,Konzept,Proposition,5,5,lexical overlap
3,Konzept,Verarbeitung,5,5,lexical overlap
3,Konzept,Text,5,5,lexical overlap
3,Information,Text,6,6,lexical overlap
3,Information,Proposition,6,6,lexical overlap
3,Information,Priorität,6,6,lexical overlap
3,Lesende,Information,7,7,lexical overlap
3,Lesende,Substantiv,7,7,lexical overlap
3,Lesende,Text,7,7,lexical overlap
3,Juan,Information,7,7,lexical overlap
3,Juan,Substantiv,7,7,lexical overlap
3,Juan,Text,7,7,lexical overlap
3,Südamerika,Information,7,7,lexical overlap
3,Südamerika,Substantiv,7,7,lexical overlap
3,Südamerika,Text,7,7,lexical overlap
3,Haus,Information,7,7,lexical overlap
3,Haus,Substantiv,7,7,lexical overlap
3,Haus,Text,7,7,lexical overlap
3,Feuer,Information,7,7,lexical overlap
3,Feuer,Substantiv,7,7,lexical overlap
3,Feuer,Text,7,7,lexical overlap
3,Stufe,Priorität,8,8,lexical overlap
3,Stufe,Text,8,8,lexical overlap
3,Stufe,Verb,8,8,lexical overlap
3,Leser,Priorität,8,8,lexical overlap
3,Leser,Text,8,8,lexical overlap
3,Leser,Verb,8,8,lexical overlap
5,Wissen,Wissen,1,1,lexical overlap
5,Information,Information,3,3,lexical overlap
5,Gehirn,Ebene,4,4,lexical overlap
5,Instrument,Ebene,4,4,lexical overlap
5,Vorwissen,Rolle,6,6,lexical overlap
5,Erfahrung,Rolle,6,6,lexical overlap
5,Schema,Information,8,8,lexical overlap
5,Netzwerk,Information,8,8,lexical overlap
5,Information,Schema,10,10,lexical overlap
5,Fakt,Fakt,12,12,lexical overlap
5,Freund,Film,17,17,lexical overlap
5,Kino,Film,17,17,lexical overlap
5,Handlung,Kino,18,18,lexical overlap
5,Karte,Verkaufsstand,19,19,lexical overlap
5,Karte,Platz,19,19,lexical overlap
5,Kinosaal,Verkaufsstand,19,19,lexical overlap
5,Kinosaal,Platz,19,19,lexical overlap
5,Beginn,Verkaufsstand,19,19,lexical overlap
5,Beginn,Platz,19,19,lexical overlap
5,Handlungsablauf,Skript,20,20,lexical overlap
5,Handlungsablauf,Ablauf,20,20,lexical overlap
5,Gleiche,Skript,20,20,lexical overlap
5,Gleiche,Ablauf,20,20,lexical overlap
5,Handlungsablauf,Erfahrung,21,21,lexical overlap
5,Handlungsablauf,Kinobesuch,21,21,lexical overlap
5,Handlungsablauf,Skript,21,21,lexical overlap
5,Handlungsablauf,Ablauf,21,21,lexical overlap
5,Wissen,Information,1,2,bridging information
5,Information,Information,2,3,bridging information
5,Handlungsapparat,Kinobesuch,15,16,bridging information
6,Wissensrepräsentation,Wissen,1,1,lexical overlap
6,Person,Wissen,1,1,lexical overlap
6,Wissensrepräsentation,Gehirn,4,4,lexical overlap
6,Wissensrepräsentation,Form,4,4,lexical overlap
6,Wissen,Gehirn,4,4,lexical overlap
6,Wissen,Form,4,4,lexical overlap
6,Wissen,Kontext,5,5,lexical overlap
6,Wissen,Langzeitgedächtnis,5,5,lexical overlap
6,Wissen,Handlungskette,5,5,lexical overlap
6,Abfolge,Handlung,6,6,lexical overlap
6,Handlungskette,Text,7,7,lexical overlap
6,Wissen,Handlung,7,7,lexical overlap
6,Schema,Handlung,7,7,lexical overlap
6,Ablauf,Handlung,7,7,lexical overlap
6,Schema,Essen,8,8,lexical overlap
6,Beispiel,Essen,8,8,lexical overlap
6,Skript,Schema,10,10,lexical overlap
6,Weiterführung,Schema,10,10,lexical overlap
6,Schema,Ablauf,11,11,lexical overlap
6,Schema,Gedächtnis,11,11,lexical overlap
6,Skript,Ablauf,11,11,lexical overlap
6,Skript,Gedächtnis,11,11,lexical overlap
6,Handlung,Alltägliche,12,12,lexical overlap
6,Situation,Alltägliche,12,12,lexical overlap
6,Proposition,Relation,13,13,lexical overlap
6,Proposition,Gegensatz,14,14,lexical overlap
6,Proposition,Schema,14,14,lexical overlap
6,Proposition,Skript,14,14,lexical overlap
6,Proposition,Handlungsablauf,14,14,lexical overlap
6,Proposition,Ablauf,14,14,lexical overlap
6,Proposition,Handlung,14,14,lexical overlap
6,Proposition,Situation,14,14,lexical overlap
6,Relation,Gegensatz,14,14,lexical overlap
6,Relation,Schema,14,14,lexical overlap
6,Relation,Skript,14,14,lexical overlap
6,Relation,Handlungsablauf,14,14,lexical overlap
6,Relation,Ablauf,14,14,lexical overlap
6,Relation,Handlung,14,14,lexical overlap
6,Relation,Situation,14,14,lexical overlap
6,Proposition,Ziel,15,15,lexical overlap
6,Proposition,Handlungskette,15,15,lexical overlap
6,Proposition,Schema,15,15,lexical overlap
6,Proposition,Skript,15,15,lexical overlap
6,Proposition,Ablauf,15,15,lexical overlap
6,Ablauf,Ziel,15,15,lexical overlap
6,Ablauf,Handlungskette,15,15,lexical overlap
6,Ablauf,Schema,15,15,lexical overlap
6,Ablauf,Skript,15,15,lexical overlap
6,Ablauf,Ablauf,15,15,lexical overlap
6,Spielraum,Ziel,15,15,lexical overlap
6,Spielraum,Handlungskette,15,15,lexical overlap
6,Spielraum,Schema,15,15,lexical overlap
6,Spielraum,Skript,15,15,lexical overlap
6,Spielraum,Ablauf,15,15,lexical overlap
6,Verwunderung,Schema,16,16,lexical overlap
6,Verwunderung,Skript,16,16,lexical overlap
6,Handlungskette,Schema,16,16,lexical overlap
6,Handlungskette,Skript,16,16,lexical overlap
6,Ablauf,Schema,16,16,lexical overlap
6,Ablauf,Skript,16,16,lexical overlap
6,Fall,Proposition,17,17,lexical overlap
6,Fall,Zügen,17,17,lexical overlap
6,Handlungskette,Proposition,17,17,lexical overlap
6,Handlungskette,Zügen,17,17,lexical overlap
6,Spielraum,Proposition,17,17,lexical overlap
6,Spielraum,Zügen,17,17,lexical overlap
6,Verwunderung,Proposition,17,17,lexical overlap
6,Verwunderung,Zügen,17,17,lexical overlap
6,Verwirrtheit,Proposition,17,17,lexical overlap
6,Verwirrtheit,Zügen,17,17,lexical overlap
8,Wissen,Wissensrepräsentation,1,1,lexical overlap
8,Wissen,Frage,1,1,lexical overlap
8,Wissen,Gedächtnis,1,1,lexical overlap
8,Frage ,Gedächtnis,2,2,lexical overlap
8,Modell,Form,3,3,lexical overlap
8,Modell,Schema,3,3,lexical overlap
8,Netzwerkmodell,Form,3,3,lexical overlap
8,Netzwerkmodell,Schema,3,3,lexical overlap
8,Information,Arbeitsgedächtnis,4,4,lexical overlap
8,Information,Schema,4,4,lexical overlap
8,Information,Langzeitgedächtnis,4,4,lexical overlap
8,Schema,Wissen,5,5,lexical overlap
8,Einheit,Wissen,5,5,lexical overlap
8,Wissenseinheit,Information,6,6,lexical overlap
8,Wissenseinheit,Eigenschaft,6,6,lexical overlap
8,Wissenseinheit,Thema,6,6,lexical overlap
8,Vorhandensein,Schema,8,8,lexical overlap
8,Vorhandensein,Denken,8,8,lexical overlap
8,Vorhandensein,Lernen,8,8,lexical overlap
8,Schema,Knoten,9,9,lexical overlap
8,Schema,Kante,9,9,lexical overlap
8,Knoten,Eigenschaft,10,10,lexical overlap
8,Knoten,Thema,10,10,lexical overlap
8,Knoten,Knoten,10,10,lexical overlap
8,Kante,Eigenschaft,10,10,lexical overlap
8,Kante,Thema,10,10,lexical overlap
8,Kante,Knoten,10,10,lexical overlap
8,Verbindung,Eigenschaft,10,10,lexical overlap
8,Verbindung,Thema,10,10,lexical overlap
8,Verbindung,Knoten,10,10,lexical overlap
8,Netzwerk,Verbindung,11,11,lexical overlap
8,Beispiel,Verdeutlichung,12,12,lexical overlap
8,Eigenschaft,Thema,12,12,lexical overlap
8,Eigenschaft,Strauß,12,12,lexical overlap
8,Eigenschaft,Eigenschaft,12,12,lexical overlap
8,Vogel,Thema,12,12,lexical overlap
8,Vogel,Strauß,12,12,lexical overlap
8,Vogel,Eigenschaft,12,12,lexical overlap
8,Schema,Eigenschaft,13,13,lexical overlap
8,Schema,Feder,13,13,lexical overlap
8,Schema,Regel,13,13,lexical overlap
8,Vogel,Eigenschaft,13,13,lexical overlap
8,Vogel,Feder,13,13,lexical overlap
8,Vogel,Regel,13,13,lexical overlap
8,Schema,Eigenschaft,14,14,lexical overlap
8,Schema,Tierart,14,14,lexical overlap
8,Tier,Eigenschaft,14,14,lexical overlap
8,Tier,Tierart,14,14,lexical overlap
8,Denken,Information,15,15,lexical overlap
8,Erlernen,Information,15,15,lexical overlap
8,Schema,Beispiel,16,16,lexical overlap
8,Schema,Tier,16,16,lexical overlap
8,Schema,Anordnung,16,16,lexical overlap
8,Schema,Begriff,16,16,lexical overlap
8,Schema,Langzeitgedächtnis,16,16,lexical overlap
8,Netzwerk,Eigenschaft,11,12,bridging information
9,Art,Wissensrepräsentation,1,1,lexical overlap
9,Art,Modell,2,2,lexical overlap
9,Erinnern,Element,3,3,lexical overlap
9,Auge,Bild,4,4,lexical overlap
9,Auge,Wissen,4,4,lexical overlap
9,Art,Proposition,5,5,lexical overlap
9,Wissen,Argument,7,7,lexical overlap
9,Art,Wissenrepräsentation,8,8,lexical overlap
9,Schema,Wissenrepräsentation,8,8,lexical overlap
9,Element,Lernen,9,9,lexical overlap
9,Element,Information,9,9,lexical overlap
9,Element,Schema,9,9,lexical overlap
9,Vorwissen,Beispiel,10,10,lexical overlap
9,Vorwissen,Lernen,10,10,lexical overlap
9,Vorwissen,Fremdsprache,10,10,lexical overlap
9,Vorwissen,Muttersprache,10,10,lexical overlap
9,Vorwissen,Vokabeln,10,10,lexical overlap
9,Vorwissen,Vorwissen,10,10,lexical overlap
9,Art,Wissensrepräsentation,11,11,lexical overlap
9,Skript,Wissensrepräsentation,11,11,lexical overlap
9,Konzept,Tatsache,12,12,lexical overlap
9,Konzept,Aufnehmen,12,12,lexical overlap
9,Konzept,Information,12,12,lexical overlap
9,Konzept,Modell,12,12,lexical overlap
9,Schüler,Beispiel,13,13,lexical overlap
9,Schüler,Erlernen,13,13,lexical overlap
9,Schüler,Sprache,13,13,lexical overlap
9,Schüler,Hang,13,13,lexical overlap
9,Schüler,Artikel,13,13,lexical overlap
9,Schüler,Nomen,13,13,lexical overlap
9,Schüler,Sprache,13,13,lexical overlap
9,Leben,Englisch,14,14,lexical overlap
9,Sprachregeln,Skript,15,15,lexical overlap
9,Sprachregeln,Muttersprache,15,15,lexical overlap
9,Art,Wissensrepräsentation,16,16,lexical overlap
9,Art,Information,16,16,lexical overlap
9,Art,Wissen,16,16,lexical overlap
9,Element,Vorwissen,9,10,bridging information
9,Konzept,Schüler,12,13,bridging information
9,Leben,Sprachregeln,14,15,connective
11,Cognitiv Load Theory,Methode,1,1,lexical overlap
11,Cognitiv Load Theory,Überblick,1,1,lexical overlap
11,Cognitiv Load Theory,Lernen,1,1,lexical overlap
11,Lernbelastung,Belastung,3,3,lexical overlap
11,Lernbelastung,Person,3,3,lexical overlap
11,Vorwissen,Belastung,3,3,lexical overlap
11,Vorwissen,Person,3,3,lexical overlap
11,Belastung,Information,4,4,lexical overlap
11,Belastung,Gehirn,4,4,lexical overlap
11,Belastung,Aufgabe,4,4,lexical overlap
11,Beispiel,Text,5,5,lexical overlap
11,Beispiel,Zusammenfassung,5,5,lexical overlap
11,Belastung,Belastung,7,7,lexical overlap
11,Person,Zimmer,8,8,lexical overlap
11,Person,Musik,8,8,lexical overlap
11,Belastung,Belastung,9,9,lexical overlap
11,Information,Speicher,12,12,lexical overlap
11,Information,Bedeutung,12,12,lexical overlap
11,Bedeutung,Bedeutung,13,13,lexical overlap
11,Information,Bedeutung,14,14,lexical overlap
11,Information,Arbeitsspeicher,14,14,lexical overlap
11,Information,Kurzzeitgedächtnis,14,14,lexical overlap
11,Kapazität,Kurzzeitgedächtnis,15,15,lexical overlap
11,Kapazität,Verfügung,15,15,lexical overlap
11,Information,Information,16,16,lexical overlap
11,Belastung,Belastung,17,17,lexical overlap
11,Individuum,Information,19,19,lexical overlap
11,Individuum,Schema,19,19,lexical overlap
11,Information,Langzeitgedächtnis,21,21,lexical overlap
11,Information,Hilfe,21,21,lexical overlap
11,Information,Speicherplatz,21,21,lexical overlap
11,Belastung,Beispiel,4,5,bridging information
11,Schema,Information,20,21,coreference
12,Cognitiv Load Theory,Lernverhalten,1,1,lexical overlap
12,Cognitiv Load Theory,Bildungswissenschaft,1,1,lexical overlap
12,Theorie,Lernverhalten,1,1,lexical overlap
12,Theorie,Bildungswissenschaft,1,1,lexical overlap
12,Lernende,Faktoren,2,2,lexical overlap
12,Lernende,Wissen,2,2,lexical overlap
12,Informationsaufnahme,Bezug,3,3,lexical overlap
12,Informationsaufnahme,Cognitive Load Theorie,3,3,lexical overlap
12,Informationsaufnahme,Vorwissen,3,3,lexical overlap
12,Informationsaufnahme,Gehirn,3,3,lexical overlap
12,Gedächtnis,Arbeitsbereich,4,4,lexical overlap
12,Gedächtnis,Wissensaufnahme,4,4,lexical overlap
12,Gedächtnis,Wissensverarbeitung,4,4,lexical overlap
12,Information,Kurzzeitgedächtnis,5,5,lexical overlap
12,Information,Sekunde,5,5,lexical overlap
12,Information,Umgebung,6,6,lexical overlap
12,Information,Arbeitsgedächtnis,7,7,lexical overlap
12,Information,Information,8,8,lexical overlap
12,Arbeitsgedächtnis,Aufnahmekapazität,9,9,lexical overlap
12,Arbeitsgedächtnis,Vorwissen,9,9,lexical overlap
12,Arbeitsgedächtnis,Langzeitgedächtnis,9,9,lexical overlap
12,Verknüpfung,Aufnahmekapazität,9,9,lexical overlap
12,Verknüpfung,Vorwissen,9,9,lexical overlap
12,Verknüpfung,Langzeitgedächtnis,9,9,lexical overlap
12,Ablauf,Wissen,13,13,lexical overlap
