"id","subject","text","num_words"
26,"data retention","Der gläserne Mensch ist heutezutage keine fiktionales Hirngespenst mehr. Vorschläge über Einschränkungen der Privatspähre zum Schutz der Bevölkerung birgen große Gefahren für die persönliche Freiheite der Bürger. Was liegt der Geselschaft mehr an Herzen, der Schutz vor terroristischen Attentaten oder die Privatspähre und persönliche Freiheit? Im Folgenden sollen Argumente für und gegen eine Vorratsdatenspeicherung erörtert werden. Befürworter einer Vorratsdatenspeicherung argumentieren, dass lediglich Verbindungsdaten gespeichert werden. Gesprächsinhalte von Telefonaten beipsielsweise sollen dabei nicht gesichert werden. Somit wird versucht die Privatspähre der Bürger im weitesten unangetastet zu lassen. Durch diese Methode wird vorallem darauf gesetzt das Abschreckungspotenzial einer solchen Datenspeicherung zur Geltung zu bringen. Mögliche Attentäter könnten durch das Wissen über eine ständige Überwachung von ihren Vorhaben Ablassen. Aber vorallem dient eine Vorratsdatenspeicherung als wichtiges Instrument der Terrorbekämpfung, in dem Sinne das Verbindungen zu Drahtziehern, Organistationen und Staaten hergestellt werden können und damit die Verantwortlichen zur Rechenschaft gezogen werden können.",149
27,"data retention","In dem 21. Jahrhundert bedeutet Terrorismus eine sehr hohe Drohung. Man hört jeden Tag in den Nachrichten wie viele wieder als Opfer geffalen sind. Lange dachte man, dass dieses Gefahr nur im Osten existiert. Dass der Krieg auf Europa oder Amerika gar kein Effekt haben wird. Es ist aber nicht so. Seit einigen Jahren kommen immer wieder Soldaten aus Osten und wollen hier schreckliche taten ausführen. Deswegen wurde Terrorbekämpfung die grösste Aufgabe des Staates. Damit sind alle einverstanden. Bei der angewandte Methode, wie man Terorristen aufhalten soll, gibt es allerdings Meinungsunterschiedlichkeiten. Ein Weg Attentaten zu stoppen ist die Vorbeugung. Wenn man rechtzeitig über die Planung einer Terroraktion erfährt, kann es verhindert werden. Um das zu erreichen muss man beobachten. Die Beobachtung wird nicht mehr von Menschen durchgeführt sondern von softwares, die in Emails, Telefongeschpräche und Chatverläufe nach Schlüsselwörter suchen. Viele haben dabei das Gefühl, dass ihre Privatsphäre verletzt wird, wenn bei der Informationssammlung private Telefongespräche aufgenommen, gespeichert und zugehört werden. Andere dagengen finden es nötwendig, in die Privatsphäre einzudringen, um die Bevölkerung beschützen zu können.",176
28,"data retention","Es kommt immer wieder zu schrecklicken Terroranschlägen. Deshalb stellt sich die Frage, ob die Vorratsdatenspeicherung ein wichtiges Instrument darstellt, um den Terror zu bekämpfen oder einen zu starken Eingriff in die Privatsphäre der Bürger ist. Die Vorratsdatenspeicherung hat auf potentielle Terroristen eine abschreckende Wirkung, denn sie müssen damit rechnen, entdeckt, identifiziert und verurteilt zu werden. Dem kann zwar entgegengehalten werden, dass Terroristen sehr radikal sind und wahrscheinlich trotzdem nicht alle Anschläge verhindert werden können, allerdings sind schon wenige verhinderte Terroranschläge viel wert, denn es geht um das Leben vieler Menschen. Problematisch ist, dass die Vorratsdatenspeicherung einen Eingriff in die Grundrechte des Menschen darstellt, der ein Recht auf Privatssphäre hat. Allerdings ist der Staat auch zum Schutze aller Menschen verfassungsrechtlich verpflichtet und es ist somit seine Aufgabe, mögliche Terroranschläge zu verhindern und das Leben seiner Bürger zu schützen. Gegner der Vorratsdatenspeicherung sehen die Gefahr eines Überwachungsstaates, allerdings könnte dieser Gefahr Einhalt geboten werden, indem lediglich Verbindungsdaten, aber keine Gesprächsinhalte gespeichert werden. Der Schutz der Bevölkerung vor terroristischen Akten steht an oberster Stelle und rechtfertigt einen Eingriff in das Recht auf Privatsphäre. Deswegen stellt die Vorratsdatenspeicherung ein wichtiges Instrument zur Terrorbekämpfung dar.",191
29,"data retention","Seit den Anschlägen vom 11. September 2001 und dem darauffolgenden Afghanistan- sowie Irakkrieg steigt die Zahl von Terroranschlägen insbedondere durch radikalen muslimische Terrororganisationen in der ""westlichen"" Welt. Um solche Terroranschläge zu verhindern, benutzt der Staat das Mittel der Vorratsspeicherung verschiedener Daten der Bevölkerung. Hier stellt sich nun jedoch die Frage, ob diese Speicherung von privater Daten ein wichtiges Instrument zur Terrorbekämpfung oder ein zu starker Eingriff in die Privatsphäre der Bürger ist. Einerseits werden lediglich die Verbindungsdaten und nicht die konkreten Gesprächsinhalte aufgezeichnet, wodurch nur festgehalten wird, mit welchen Personen die jeweiligen Bürger kommunizieren. Andererseit ist hier fraglich, ob nur durch diese Art von Speicherung mögliche Terroranschläge verhindert werden können, da der Inhalt des Gespräches schließlich nicht bekannt ist. Andererseits ist es möglich, dass viele davor zurückschrecken kontakt mit einschlägigen Oranisationen herzustellen, da diese Überwacht werden und somit auch der jeweilige Bürger, welcher in kontakt tritt. Obwohl diese Überwachung und Speicherung der Daten ein wichtiges Intrument zur Terrobekämpfung und somit zum Schutz der Bevölkerung darstellt, steht demgegenüber der Eingriff in die Grundrechte der Bürger sowie die Gefahr eine Überwachungstaates. Des Weiteren ist nicht eindeutig, wie viele Terroranschlage überhaupt durch die Vorratsspeicherung verhindert werden können und ob die Aufwand - Nutzen - Relation verhältnismäßig ist.",203
30,"data retention","In Tagen eines zunehmenden Unsicherheitsgefühls in der Bevölkerung ist verständlich, dass manche Bürger, gerade nach Medienberichten über erneute Anschläge, eine Möglichkeit der Terrorbekämpfung in der Vorratsspeicherung von Daten sehen. Zu diesem Thema lassen sich eine Pros und Kontras zusammentragen. Man könnte auf den ersten Blick meinen, dass das Speichern von Verbindungssaten an sich bereits eine abschreckende Wirkung entfaltet. Immerhin wäre es eine Masßnahme zum Schutze der Bevölkerung und könnte somit als wichtiges Instrument in der Terrorbekömpfung dienen. Außerdem werden statt persönlicher Gesprächsinhalte schließlichnur bloße Verbindungsdaten gesichert. Doch lässt sich jemand, der bereit ist, sein Leben seiner Sache zu opfern wirklich von der Vorstellung absoluter Kontrolle durch derartige Überwachung abhalten? Müsste nicht ein unglaublicher Aufwand betrieben werden, um nicht nur alle Daten zu speichern, sondern sie auch zu sortieren, auszuwerten, dann auch noch richtig zu zu ordnen und all das, bevor der Anschlag dann tatsächlich statt findet? Ist der Bürger verängstigt genug, um ein so drastisches Eingreifen in seine Grundrechte zu erdulden? Würden wir nicht ein Stück Freiheit verlieren mit jedem Stück Sicherheit, das wir dazugewönnen und so mit jedem mal Zurückstecken dem Alp eines Überwachungsstaates immer näher kommen?",189
31,"explanations","Es gibt einige Merkmale die eine Erklärung besonders lernförderlich in Bezug auf das Verständnis seitens der Schüler machen. Als erstes wäre dabei das Kriterium der Vorwissensangepasstheit zu nennen. Damit Sachverhalte verstanden werden können muss eine Erläuterung die Lernenden an ihrem individuellen Wissensstand abholen. Die Erklärung muss dem Lernniveau entsprechen. Desweiteren sollte immer ein übergeordnetes Prinzip offensichtlich gemacht werden. Wieso lerne ich den Sachverhalt überhaupt? Mit welchem bereits vorhandenen Wissen kann ich die Thematik verknüpfen, woran kann ich andocken. Verständlicher und lernförderlicher werden Erklärungen auch durch Prägnanz. Minimalistische Definitionen sind einprägsamer und fokussieren auf das Wesentliche. Als Lehrender sollte man zudem darauf achten, dass die Erläuterungen kohärent sind. Kohäsion kann durch verschiedene Möglichkeiten geschaffen werden. Man verwendet Synonyme, überlappt benachbarte Sätze etc.Und zu guter letzt sollte ein Sachverhalt einer gewissen Struktur folgen. Die Textorganisation sollte einer zeitlichen und kausal logischen Ordnung folgen.",143
32,"explanations","Will man als Lehrender Sachverhalte effektiv erklären, muss man viele Dinge berücksichtigen. Zunächst einmal ist interessant, ob die Lernenden über ein Vorwissen verfügen. Kennen die Lernenden sich in einem Bereich bereits aus, können in die Erklärung Fachbegriffe einfließen, um ein Sachverhalt präzise zu beschreiben. Ist Vorwissen vorhanden empfiehlt sich, die Perspektive der Teilhabe zu wählen, bei dem die Lernenden zum einen vor Probleme gestellt werden, die sie selbstständig oder in Partnerarbeit lösen und bearbeiten können. Ebenfalls in die Teilhabeperspektive gehört der Lerngemeinschaftsansatz, bei dem Probleme mit einem kompetenten Partner erarbeitet werden und vor allem durch die Kooperation profitiert. Außerdem ist eine weiteres Modell der Teilhabe, das CSILE bei dem den Lernenden ein ""echter Experte"", in Form von einer elektronischen Diskurs- oder Datenbank zur Seite steht.Novizen sollte der Sachverhalt, ebenfalls kurz und prägnant erklärt werden, jedoch ohne Begriffe, die möglicherweise unbekannt sind. Ist das Vorwissen gering sollte sich an der Vermittlungsperspektive orientiert werden, bei dem der Lehrende die Einführung vorgibt und vor allem in kleinen Schritten gearbeitet werden sollte. Zu der Vermittlungsperspektive zählt auch die direkte Instruktion, wobei es sich um lehrergesteuerten Unterricht handelt. Der Lehrer sollte dabei bei der Erklärung darauf achten, dass sie an das Vorwissen angepasst ist, dass sie minimalistisch ist, dass der Umgang mit Kohäsion richtig behandelt wurde.Um optimal Sachverhalte effektiv erklären zu können, sollte die richtige Mischung zwischen Elementen des Wissenerwerbs und Elementen der Teilhabe ausgewählt werden.",234
33,"explanations","Um effektiv zu erklären, muss man zuerst wissen, was eine Erklärung eigentlich ist.Eine Erklärung ist eine zentrale pädagogische Methode der Wissensvermittlung und eine wichtige Komponente im Lehr-Lernprozess. Sie basiert auf Wissensvermittlung, im Gegensatz zu Methoden der Teilhabe, und befindet sich im sogenannten Mikromodell. Die Bezeichnung Mikromodell bezieht sich auf einzelne Schritte des didaktischen Handelns und grenzt sich vom Makromodell ab, welches sich auf größere Unterrichtseinheiten bezieht.Zentrale Konzepte einer effektiven und lernförderlichen Erklärung beinhalten erstens die Einordnung in ein übergeordnetes Prinzip, also klar zu benennen wozu das zu erklärende Element gehört. Zweitens ist es wichtig, zentrale Konzepte zu benennen und klarzustellen. Drittens sollte die Erklärung Beispiele umfassen, damit Verknüpfungen hergestellt werden können. Außerdem ist es wichtig, zusammenhängend zu erklären und eine klare Sprache zu verwenden, um Mehrdeutigkeiten zu vermeiden.Erklärungen können effektiv angewendet werden, wenn bei den Lernenden kaum Vorwissen vorhanden ist, als Erklärung bei Problemen oder als Einführung in ein neues Thema. Hier kann sie mit den Methoden des Advanced-Organizers oder des Epitoms verknüpft werden. Die Methode der Erklärung sollte jedoch nicht ausschließlich angewendet werden, da sie allein nicht unbedingt lernförderlich ist. Sie sollte mit Methoden der Teilhabe, wie zum Beispiel Selbsterklärungen oder Lerngemeinschaften, kombiniert werden.Ein Beispiel für eine Erklärung ist dieser Text.",209
34,"explanations","Am Besten wäre es ja, wenn jeder die Erklärung versteht und am Ende genug Wissen erworben hat um selbstständig den Sachverhalt jemand drittem zu erklären. Um soweit zu kommen sollte man gleich zu Anfang klar verständlich verdeutlichen um welchen Sachverhalt es geht. Dabei kann entweder eine einfache konkrete Idee bzw. anwendungsbezogene Fragestellung gewählt werden. Oder dem Lernenden wird ein Überblick dafür gegeben, in welchem Zusammenhang die Erklärung zu seinem Vorwissen stehen, indem das Gesamtkonzept zum Beispiel als Schaubild aufgezeigt wird.Bei der Erklärung ist es sehr wichtig, dass sie an das Vorwissen der Lernenden angepasst ist, also nichts als selbstverständlich genommen wird.Die Erklärung sollte nicht zu sehr ins Detail gehen, da zu viele Einzelheiten verwirren und den Fokus von dem Wesentlichen ablenken.Für die Erklärung ist es lernförderlich, wenn es klar verständlich ist, was gemeint ist. Dies kann erreicht werden, indem die Sätze verbunden werden, die Wörter wiederholt werden oder Synonyme verwendet werden.Es ist also wichtig, dass auf das Vorwissen geachtet wird, die Erklärung minimalistisch ist und vor allem, dass die Erklärung in sich schlüssig und verständlich ist.",181
35,"explanations","Didaktisches Lehren kann aus zwei unterschiedlichen Perspektiven betrachtet werden. Zum einen aus der Sicht des Vermittelns und zum andern durch die Ermöglichung zur Teilhabe. Im Folgenden werde ich beide Prinzipien erläutern und anschließend erklären, in welcher Weise diese Perspektiven effektiv und lernförderlich angewandt und kombiniert werden können.Die Perspektive des Vermittelns zeichnet sich durch instruktionales Erklären durch die Lehrperson, Präsentation systematisch ausgewählter Inhalte und gelenkte Übungsaktivitäten aus. Die zentralen Schritte dieser Methode sind Lernzielformulierung, Abfragen von Vorwissen, Strukturierungshilfen, kleinschrittige Einführung in den Stoff, ausführliche Übungsphase und anschließende Rückschau.Wohingegen die Perspektive der Ermöglichung zur Teilhabe sich durch Selbsterklärung, das Lernen in einer Lerngemeinschaft und problemorientiertes Arbeiten aus. Zentrale Schritte dieser Methode sind die Fallvorstellung, Problemdefinition, Hypothesenbildung, Ordnung und Lernzielformulierung, Eigenstudium und anschließende Synthese der Studienergebnisse in der Gruppe samt Arbeitsrückschau und Sicherung des Lernertrags. Im Mittelpunkt steht hier das Lernen durch Kooperation und Partizipation und das Vermitteln differenzierter Inhalte anhand individueller Expertisen der Schüler. Dabei wird sowohl der kollektive Wissensaufbau, wie auch das individuelle Wachstum gefördert.Beiden Perspektiven des Erklärens können ja nach Wissensstand der SUS effektiv angewandt werden. Bei der Perspektive des Vermittelns ist es möglich Inhalte mit wenig Vorwissen einzuführen und gezielt zu strukturieren. Wohin gegen die Perspektive der Teilhabe eine Möglichkeit des Selbsterklärens darstellt, wenn ein ordentliches Fundament an Vorwissen vorhanden ist. Aktuelle Lernforschungsergebnisse weisen darauf hin, dass die Perspektive eins kritisch einzusetzen ist, da hierbei der Lerneffekt eingeschränkt ist. Es wurde festgestellt, dass Lernen durch eigenes Erklären um einiges effektiver ist als Lernen anhand vorgesetzter Erklärungen. Generell gilt das zweite Modell als lernförderlicher, da hier sowohl individuelle wie auch kooperative Ziele verfolgt werden können. Zusammenfassend ist festzuhalten, dass durch eine an die jeweilige Situation angepasste Auswahl des Lehrprinzips, sowie durch eine ausgewogene Kombination beider Prinzipien ein optimales Lehr-Lern-Ergebnis erzielt werden kann.",298
36,"explanations","Um den Schülern möglichst effektiv den Sachverhalt erklären zu können, würde ich als Lehrperson den Unterricht mit der direkten Instruktion und deren typischen Komponenten beginnen. Ich finde es sinnvoll, den Schülern zu Beginn des Unterrichts zu erwähnen, worauf die jetzige Schulstunde basiert und auf welche Lernziele man hinaus kommen möchte. Ich würde das Vorwissen der Schüler durch vorangestellte Strukturierungshilfen im Plenum aktivieren und besprechen. Nach dem Aktivierungsprozess- einschließlich den detaillierteren und tiefgründigeren Informationen bezüglich des Themas- würde ich Aufgaben erteilen, die in Gruppenarbeiten behandelt werden sollen. Anschließend würde ich die Lerngemeinschaft zusätzlich stärken, indem ich die Gruppenmitglieder miteinander vermische, sodass sie ihre Gruppenergebnisse anderen Gruppenmitglieder in dieser kleinen Gruppe vortragen können. Somit wird die Selbsterklärung unterstützt. Die Schüler, die in ihrer ersten Gruppe versucht haben, die Aufgaben zu lösen, können den anderen Schülern erklären oder berichten, wie sie die Aufgaben gelöst haben- und umgekehrt. Eine Erklärung ist besonders dann lernförderlich, wenn verschiedene Implikationen für die Gestaltung von Lehr-und Lernprozessen gemeinsam vorkommen und aufeinander aufbauen, sodass der Unterricht nicht langweilig und monoton wird.",174
37,"explanations","Eine Erklärung eines Lehrers für die Schüler ist nicht automatisch immer eine gute und lernförderliche Erklärung. Eine Erklärung eines Lehrers muss zunächst einmal an das Vorwissen, ob vorhanden oder nicht, an das Niveau und an die Bedürfnisse der Schüler angepasst sein, um lernförderlich zu sein. Darüber hinaus kann ein Lehrer effektiv Sachverhalte erklären, indem er die Schüler zu dem jeweiligen Thema vorentlastet: Die Lernziele werden schon zu Beginn der Stunde transparent gemacht und das jeweilige Thema wird versucht, in einen größeren Kontext gebracht zu werden. Außerdem wird eine Erklärung effektiver, wenn das zentrale Prinzip dahinter verstanden wird und man Beispiele zum Andocken hat. Zusätzlich ist eine Erklärung leichter verständlich, wenn die Sätze miteinander zusammenhängen. Dies kann entweder durch Wortwiederholungen, durch die Überlappung benachbarter Sätze, durch die Benutzung ähnlicher Wörter und durch die Benutzung von Verbindungswörtern realisiert werden. Der Text der Erklärung sollte auch zeitlich und kausal organisiert sein. Damit eine Erklärung im Alltag all diese Merkmale verwirklicht und dadurch für die Schüler lernförderlich und effektiv ist, kann man sich schon im Vorfeld als Lehrer damit auseinandersetzen und sich die Strategien einer lernförderlichen Erklärung im Allgemeinen antrainieren.",187
38,"explanations","Um Sachverhalte effektiv zu erklären, ist es zuerst wichtig zu wissen, auf welchem Kenntnisstand der Lernende sich befindet. Es wird hierbei die Frage gestellt, wo kann ich den Lernenden "" abholen""? Denn der Lernende entscheidet immer, was gelehrt wird. Eine Anknüpfung an bereits vorhandenes Wissen ist wichtig, sofern dies vorhanden ist. Für eine effektive Erklärung ist es wichtig, Verständlichmacher zu verwenden. Kurze und präzise Sätze sind notwendig, ebenso wie bereits bekannte Wörter. Außerdem ist es von Bedeutung, eine bildhafte Sprache zu verwenden. Hiermit kann sich der Lernende eine Vorstellung des Sachverhaltes machen. Um dies zu vertiefen können Zeichnungen oder Bilder verwendet werden. Nicht außer acht zu lassen ist die nonverbale Kommunikation! Durch Handlungen werden Anweisungen und Sachverhalte viel klarer. Durch stimmige Verwendung von Sprache, Stimme und Handlungen kann hierbei viel Verständnis erreicht werden. Das oben bereits genannte ""abholen"" kann durch Einbeziehen des Lernenden erreicht werden. Dies ist durch Beispiele aus dem Alltag oder durch erfahren der persönliche Verbindung des Lernenden zum Sachverhalt möglich.",163
39,"explanations","Um mit Erklärungen Sachverhalte gut zu vermitteln, muss ich mich auf das Vorwissen, welches bei den Schülern bei Erklärungen in der Regel kaum vorhanden ist, anpassen. Dabei muss ich darauf achten, keine weiteren erklärungsbedürftigen Fachwörter zu benutzen, da sonst die Erklärung kein Licht ins Dunkel bringen kann. Um den gewünschten Sachverhalt den Schülern in angemessener Weise zu erklären, ist es daher notwendig eine Erklärung recht einfach zu gestalten, sodass es zu keinen erneuten Problemen führt. Eine Erklärung sollte die Frage bearbeiten, zu welchem übergeordneten Prinzip der zu erklärende Sachverhalt überhaupt gehört. Darauf aufbauend können nun wichtige und primäre Schemata näher erläutert und Beispiele zur Veranschaulichung gegeben werden. Es ist darauf zu achten, dass die Erklärung kurz, prägnant und auf das nötigste beschränkt wird. Dadurch werden Verwirrungen vorgebeugt und das Verständnis des Schülers gestärkt.In einer Erklärung ist darauf zu achten, dass möglichst keine Probleme zwischen den einzelnen Sätze und Begriffen auftreten. Es muss klar sein, was mit dem vorangegangenen gemeint ist, um Schwierigkeiten beim Zusammenhang zu minimieren. Dies wird am ehesten erreicht, in dem Wörter wiederholt oder Synonyme verwendet werden. Dadurch lassen sich die Sätze besser miteinander verbinden und die Schüler verstehen es besser.",195
40,"explanations","Als Lehrende Person, ist eine Erklärung die einen Sachverhalt erklären soll, unter der Berücksichtigung von bestimmten Kriterien besonders effektiv. Dazu gehört, das ein Erklärung unbedingt an das Vorwissen des Adressaten anknüpfen sollte. Ergo, die lehrende Person sollte davor in Erfahrung bringen welches Vorwissen bereits vorhanden ist. Darüber hinaus gelten bestimmte Prinzipien an denen sich die Erklärung entlanghangeln sollte. Die Erklärung sollte das übergeordnete Prinzip, bzw. der Übergeordnete (Teil-)Komplex beinhalten und auch die Zentrale Konzepte inklusive Beispiele beinhalten. Des weiteren ist die Erklärung, für eine Maximierung ihrer Effizienz, minimalistisch zu gestalten um das Verständnis zu erleichtern. Abschließen sollte die Erklärung kohärent sein. Kohärent wiederrum bedeutet, dass die Zusammenhänge klar zu darzustellen sind. Innerhalb der Erklärung ist darauf zu achten, dass Missverständnisse von vornherein ausgeschlossen werden, bzw. mögliche Ursachen für Missverständnisse und Fehlinterpretationen stehts zu minimalisieren sind.Durch Beachtung dieser Kriterien, sollte es möglich sein, eine Erklärung lernförderlich und effektiv zu gestalten.",152
41,"diagnostics","Die Diagnosekompetenz ist eine sehr wichtige Kompetenz für einen Lehrer, sie zählt zu seinen Kernkompetenzen. Ein Lehrer sollte individuelles Lernen optimieren und zugleich Lernergebnisse feststellen. Mithilfe der Diagnostik kann das Leistungsverhalten beschrieben, gemessen und gewertet werden. Zudem können Lernprozesse begleitet und abgeschlossen werden. Die Diagnostik beinhaltet verschiedene Funktionen: Die Selektionsfunktion, um beispielsweise Schulkarrieren zu steuern, oder die Sozialisationsfunktion in Bezug auf Ziffernoten, oder auch die Informations- und Rückmeldungsfunktion, damit bekommen die Schüler eine Rückmeldung aber zeitgleich auch die Eltern. Eine weitere Funktion ist die des Lernreizes. Durch die Diagnostik oder die Leistungsmessung soll es durch Lern und Leistungserziehung zum selbstgesteuerten Lernen kommen. Für Lehrer ist die Diagnosekompetenz sehr wichtig, es ist die Fähigkeit, Schülermerkmale und Aufgabenschwierigkeit zutreffend einschätzen zu können.Es gibt verschiedene Methoden zur Diagnose. Man kann Leistungstest oder auch Kurzabfragen dafür hinzuziehen oder als Alternative auch Lernportfolios erstellen lassen. Das Portfolio fördert das selbstregulierte Lernen.In Kleingruppensituationen oder auch 1 zu 1 Situation kann man genauso raus finden was den Schülern schwerfällt. Dafür wurden auch sehr große Effektstärken festgestellt, bei der formativen Diagnose des Lernprozesses im Gespräch.Als weitere Methode ist die Interaktionsstrategie zu nennen. Die Diagnose kann hier zum einen fördernd sein, zum anderen aber auch hemmen. Desweitern lässt sich die Concept Map Methode anwenden, die obengenannten klassischen Tests, besonderes Tests, die die grafischen Möglichkeiten versuchen zu überprüfen oder auch die Peer- Assessment Methode, bei der Lernende andere Lernende bewerten. Hier ist auf eine gute Einbettung im Unterricht zu achten, es müssen vorher klare Bewertungen festgelegt worden sein.",252
42,"diagnostics","Wie kann ich diagnostizieren, was Lernenden schwer fällt, und warum ist das überhaupt wichtig?Lernstandsdiagnose ist eine wichtige Kernkompetenz von Lehrkräften. Es gibt ein Ungleichgewicht zwischen strukturellen und gesellschaftlichen Erwartungen und den individuellen diagnostischen Möglichkeiten der Lehrkräfte. Schwache Schüler sollen unterstützt werden und fortgeschrittene gefordert. Es muss also jeder Schüler mitgenommen werden. Schüler sollten ihre eigenen Lernfortschritte erkennen können, aber auch wissen, wo sie stehen im Vergleich zum Klassenziel. So gibt es einen Ist-Soll-Vergleich. Die Schwächen der Schüler müssen erst einmal dafür diagnostiziert werden. Das Diagnostizieren erfordert informierte pädagogische Entscheidungen in Bezug auf die Messdichte und die Didaktische Ergiebigkeit, die Güterkriterien von Messungen, die Bezugsnormen der Beurteilung und die Vor- und Nachteile der diagnostischen Verfahren. Es gibt zu dieser Diagnose verschiedene Methoden. Auf der einen Seite gibt es die Methode der Tests, zu welchen unter anderem die Kurzabfrage gehört. Eine weitere Methode ist das Lernportfolio. Die Diagnose hat verschiedene alternative Formen. Eine Form ist der Optimalfall, dazu gehören die Kleingruppensituation und die Nachhilfe. Eine weitere sind Effektsstärken, die Diagnose des Lernprozesses im Gespräch. Diese Lernprozesse können durch Interaktionsstrategien, wie das Stellen von offenen Fragen und Zeit zum Nachholen, gefördert werden. Kommen wir nun zu den unterschiedlichen Kurztest, welche soeben schon einmal angesprochen wurden: Da gäbe es zum einen den klassischen Frage-Antworten Test. Zudem gibt es grafische Möglichkeiten, die zur Identifikation von Fehlkompetenzen helfen. Sehr effizient ist auch das Self-Assessment. Hierbei kommt jedoch die Frage auf, on es eine Validität von Selbst- und Fremdeinschätzung gibt. Hilfreich sind auch Concept Maps. Für diese schwachen Schüler ist das Peer-Assesment sehr geeignet, was im Prinzip Lernen durch Lehren bedeutet. Es ist allerdings sehr zeitintensiv. Die Korrelation zwischen Fachexperten und Peers ist zum Beispiel eine geeignete Methode um das Schreiben zu fördern.",293
43,"diagnostics","Um als Lehrer diagnostizeiren zu können, was den Lernenden schwer fällt, braucht der Lehrende eine gewisse Diagnosekompetenz als Kernkompetenz. Auf der individuellen Ebene ist es wichtig, das Alter und die individuelle Entwicklung der Schüler zu berücksichtigen. Der Lehrende versucht abzuschätzen, welche Aufgaben und Hausaufgaben angemessen sind und überprüft danach in einer Besprechung die Lösungen. So merkt dieser schnell, ob er seine Schüler richtig einschätzt.Gruppenarbeiten oder Klassengesprächen bietem dem Lehrenden eine gute Möglichkeit herauszufinden, wo die Unterschiede zwischen den Schülern liegen. Dadurch kann er im Anschluss versuchen die Unterschiede zu minimieren. Außerdem sind Tests und Klassenarbeite eine gute Gelegenheit herauszufinden, wo die Lernenden noch Probleme haben und kann somit nochmal auf den Stoff eingehen. Zusätzlich fällt es dem Lehrenden sehr leicht Probleme der Schüler zu erkennen, wenn er die Schüler auffordert etwas in eigenen Worten zu erklären oder nocheinmal die Sachverhakte der letzten stunde zusammenzufassen. Dabei sollte die Zeit zum Nachdenken nicht zu kurz kommen, damit die Lernenden eine Chance haben ihr Können unter Beweis zu stellen. Es ist sehr wichtig als Lehrender herauszufinden, was den Lernenden schwer fällt um Ihnen das Lernen so leicht wie möglich zu gestalen. Je weniger Schwierigkeiten die Schüler haben, desdo bessere Leistungen können sie erbringen und desdo mehr hilft der Lehrer den Schülern für das weitere Leben.",214
44,"diagnostics","Die Diagnose seiner Schüler, was ihnen schwer fällt, ist für einen Lehrer von großer Bedeutung. Durch eine solche Einschätzung kann der Lehrer die Schnelligkeit des Unterrichtsverlaufs anpassen und die schwierigen Themen vertiefen. Diese Diagnose kann zum einen durch den schriftlichen Weg, wie z.B. einem Test erfolgen. Dabei kann durch verschiedene Aufgabentypen und steigerndem Schwierigkeitsgrad die Stärken und Schwächen der einzelnen Schüler, aber auch der ganzen Klasse aufgezeigt werden.Durch einen Leistungsvergleich innerhalb der Klasse ist schnell zu erkennen, welchen Schülern ein Thema leicht fällt und welche Schüler die ein oder anderen Probleme mit dem Thema haben. Doch darf bei einem solchen allgemeinen Leistungsvergleich nicht die individuelle Steigerung und Lernbemühung außer Acht gelassen werden.Eine weitere Möglichkeit ist der mündliche Weg, wie z.B. die Besprechung der Hausaufgaben. Bei der Besprechung der Hausaufgaben kann das Verständnis der Übungsaufgaben in der Großgruppe abgefragt werden. Dabei darf nicht nur auf die guten Schülern mit den richtigen Ergebnissen eingegangen werden, sonder es sollten auch die weniger guten Schüler zum Vorstellen ihrer Ergebnisse motiviert werden. Im Anschluss der Hausaufgabenbesprechung sollte in Kleingruppen oder im gesamten Plenum Rücksprache über die Schwierigkeiten beim Lösen der Aufgaben gehalten werden.",193
45,"diagnostics","Als Lehrender muss ich ein gutes Gespür dafür haben, ob der Unterricht die Schüler und Schülerinnen anspricht bzw. ob ihnen das Lernen leicht oder schwer fällt. Es gibt unterschiedliche Möglichkeiten festzustellen, was Lernenden schwer fällt. Wichtig ist der Versuch des Lehrenden, sich in das Schüler-Sein zurückzuversetzen. Auch wenn die Schulzeit bei vielen Lehrenden lange zurückliegt, ist es von großer Bedeutung zu wissen, wie Schüler heute ticken und welche Gedankengänge sie haben. Eine Möglichkeit ist das Gespräch mit der Klasse bzw. mit einzelnen Schülern zu suchen, indem der Unterricht von der Lehrerseite und der Schülerseite analysiert wird. Der Lehrende muss Feedback geben, aber auch Feedback nehmen, denn Feedback beruht immer auf Gegenseitigkeit. Eine andere Möglichkeit, nach der Ursache zu suchen, ist bei dem Lehrenden selbst. Er muss sich hinterfragen, ob sein Unterricht passend für die Klasse ist, ob die Themen zu anspruchsvoll, zu unverständlich besprochen werden und er etwas ändern muss, damit den Schülern das Lernen leichter fällt. Der Lehrende muss lernen, die ""Fehler"" in seinem Unterricht zu finden und zu korrigieren. Die Diagnose, was Lernenden schwer fällt, ist wichtig, damit der Unterricht auch wirklich alle Schüler erreicht und die beste Umgebung geschaffen wird, in der die Klasse die aussichtsreichsten Möglichkeiten gegeben werden, um effizient und einfach zu lernen. Es ist sehr schwer, den Unterricht für alle schmackhaft zu machen, doch muss das Ziel des Lehrenden sein, den Unterricht so umzugestalten, dass eine angenehme Lernatmosphäre herrscht, ein gewisses Interesse bei der Klasse geweckt wird und das Lernen wieder leichter fällt.",251
